Date,company name,open,high,low,closing,avg_price_1,ROC_8,std_price_13,avg_volume_14,gold,"Financial updates: Company-specific quarterly, annual, or monthly financial performance reports or statements","Financial: Capital raising activities such as public offerings, loan or lease arrangements, and private placements",Financial:Dividend Declared,Financial: Annual and quater meetings,Technical: Discovery of gold,Operational: Expansion of mining operations (including M & A),Operational: Opening or clouser of mining,Operational updates: Changes in production output or efficiency,Operational: changes in key management positions,"Regulatory:  updates on lawsuits or penalties, Comply with regulatory standards sustainablity and corporate governance",Regulatory: Approval or rejection of mining permits & licenses,Geopolitical events: Political instability or conflicts
1/2/2023,Newmont Corporation,47.59,47.6,46.65,47.2,47.2,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Agnico Eagle Mine,52.17,52.405,51.55,51.99,51.99,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Barrick Gold Cor,17.31,17.335,17.04,17.18,17.18,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Wheaton Precious Metals Corp.,39.75,39.81,38.81,39.08,39.08,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Franco-Nevada Corporation,137.43,137.43,135.19,136.48,136.48,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Gold Fields Limited,10.49,10.53,10.24,10.35,10.35,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,AngloGold Ashant,19.39,19.5189,19.15,19.42,19.42,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Kinross Gold Corporation,4.13,4.135,4.04,4.09,4.09,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Alamos Gold Inc.,10.11,10.165,10.01,10.11,10.11,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Harmony Gold Mining Company Limited,3.43,3.455,3.32,3.4,3.4,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Pan American Silver Corp.,16.7,16.775,16.195,16.34,16.34,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Endeavour Mining plc,3.3,3.31,3.21,3.24,3.24,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Osisko Gold Royalties Ltd,12.04,12.11,11.96,12.07,12.07,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Eldorado Gold Corporation,8.32,8.39,8.26,8.36,8.36,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,IAMGOLD Corporation,2.57,2.61,2.525,2.58,2.58,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,"Coeur Mining, Inc.",3.48,3.525,3.32,3.36,3.36,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Equinox Gold Corp.,3.3,3.3,3.21,3.28,3.28,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Orla Mining Ltd.,4.11,4.13,4.01,4.04,4.04,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Sandstorm Gold Ltd.,5.24,5.27,5.17,5.26,5.26,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Centerra Gold Inc.,5.24,5.24,5.07,5.18,5.18,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Seabridge Gold Inc.,12.31,12.6,12.17,12.58,12.58,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,DRDGOLD Limited,7.26,7.47,7.2,7.4,7.4,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,Caledonia Mining Corporation Plc,12.84,12.84,12.15,12.4,12.4,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,"Idaho Strategic Resources, Inc.",5.93,5.93,5.7,5.7,5.7,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2023,"Contango Ore, Inc.",22.92,22.92,22.92,22.92,22.92,0,0,0,1819.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Newmont Corporation,48.27,49.73,48.11,49.58,47.2,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Agnico Eagle Mine,52.82,54.14,52.77,53.56,51.99,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Barrick Gold Cor,17.54,17.95,17.45,17.83,17.18,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Wheaton Precious Metals Corp.,39.9,40.78,39.63,40.57,39.08,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Franco-Nevada Corporation,137.54,140.89,137.49,138.15,136.48,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Gold Fields Limited,10.54,10.965,10.52,10.82,10.35,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,AngloGold Ashant,19.93,20.46,19.93,20.16,19.42,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Kinross Gold Corporation,4.15,4.37,4.15,4.27,4.09,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Alamos Gold Inc.,143.05,143.05,139.5,10.36,10.11,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Harmony Gold Mining Company Limited,3.47,3.62,3.47,3.52,3.4,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Pan American Silver Corp.,16.8,16.8,17.44,17.17,16.34,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Endeavour Mining plc,3.32,3.32,3.47,3.28,3.24,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Osisko Gold Royalties Ltd,12.25,12.53,12.18,12.25,12.07,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Eldorado Gold Corporation,8.51,8.8954,8.41,8.49,8.36,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,IAMGOLD Corporation,2.57,2.715,2.52,2.52,2.58,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,"Coeur Mining, Inc.",3.46,3.61,3.37,3.4,3.36,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Equinox Gold Corp.,3.35,3.67,3.32,3.58,3.28,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Orla Mining Ltd.,4.17,4.17,4.08,4.14,4.04,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Sandstorm Gold Ltd.,5.35,5.535,5.34,5.43,5.26,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Centerra Gold Inc.,5.34,5.43,5.2581,5.36,5.18,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Seabridge Gold Inc.,12.75,13.14,12.58,12.73,12.58,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,DRDGOLD Limited,7.54,7.85,7.53,7.73,7.4,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,Caledonia Mining Corporation Plc,12.75,12.94,12.61,12.75,12.4,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,"Idaho Strategic Resources, Inc.",6.07,6.07,5.7,5.73,5.7,0,0,0,1839.7,1,0,0,0,0,0,0,0,0,0,0,0
1/3/2023,"Contango Ore, Inc.",22.91,22.91,22.6,22.6,22.92,0,0,0,1839.7,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Newmont Corporation,50.6,51.855,50.32,51.51,49.58,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Agnico Eagle Mine,54.56,55.7653,54.4,55.48,53.56,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Barrick Gold Cor,18.15,19.06,18.11,18.88,17.83,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Wheaton Precious Metals Corp.,41.3,42.435,41.25,41.95,40.57,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Franco-Nevada Corporation,141.61,142.14,139.21,141.97,138.15,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Gold Fields Limited,11.15,11.57,11.15,11.57,10.82,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,AngloGold Ashant,20.86,21.42,20.725,21.37,20.16,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Kinross Gold Corporation,4.36,4.56,4.34,4.53,4.27,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Alamos Gold Inc.,141.59,143.16,140,10.85,10.36,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Harmony Gold Mining Company Limited,3.69,3.79,3.635,3.78,3.52,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Pan American Silver Corp.,17.53,17.53,18,17.89,17.17,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Endeavour Mining plc,3.37,3.37,3.48,3.48,3.28,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Osisko Gold Royalties Ltd,12.42,12.61,12.28,12.6,12.25,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Eldorado Gold Corporation,8.7,8.87,8.6401,8.86,8.49,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,IAMGOLD Corporation,2.56,2.69,2.55,2.69,2.52,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,"Coeur Mining, Inc.",3.52,3.61,3.46,3.56,3.4,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Equinox Gold Corp.,3.75,4.02,3.69,4,3.58,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Orla Mining Ltd.,4.24,4.28,4.04,4.05,4.14,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Sandstorm Gold Ltd.,5.54,5.68,5.46,5.63,5.43,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Centerra Gold Inc.,5.48,5.58,5.4,5.57,5.36,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Seabridge Gold Inc.,13.01,13.845,12.98,13.84,12.73,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,DRDGOLD Limited,7.96,8.16,7.76,8.13,7.73,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,Caledonia Mining Corporation Plc,12.94,13.12,12.93,12.95,12.75,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,"Idaho Strategic Resources, Inc.",5.73,5.92,5.7,5.76,5.73,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2023,"Contango Ore, Inc.",22.6,22.6,22.6,22.6,22.6,0,0,0,1852.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Newmont Corporation,50.55,51.26,50.02,51.21,51.51,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Agnico Eagle Mine,54.66,54.8,53.74,54.53,55.48,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Barrick Gold Cor,18.64,18.83,18.34,18.78,18.88,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Wheaton Precious Metals Corp.,41.17,42.01,40.98,41.97,41.95,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Franco-Nevada Corporation,140,140.2,138.055,139.85,141.97,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Gold Fields Limited,11.19,11.52,11.12,11.5,11.57,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,AngloGold Ashant,20.61,21.12,20.54,21.12,21.37,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Kinross Gold Corporation,4.44,4.455,4.365,4.44,4.53,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Alamos Gold Inc.,142.99,142.99,139.44,10.78,10.85,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Harmony Gold Mining Company Limited,3.72,3.76,3.63,3.76,3.78,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Pan American Silver Corp.,17.39,17.39,17.465,17.41,17.89,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Endeavour Mining plc,3.38,3.38,3.39,3.37,3.48,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Osisko Gold Royalties Ltd,12.36,12.64,12.36,12.62,12.6,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Eldorado Gold Corporation,8.64,8.7,8.51,8.69,8.86,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,IAMGOLD Corporation,2.62,2.72,2.57,2.71,2.69,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,"Coeur Mining, Inc.",3.47,3.53,3.4,3.53,3.56,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Equinox Gold Corp.,3.88,3.96,3.78,3.93,4,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Orla Mining Ltd.,3.91,4.11,3.87,4.09,4.05,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Sandstorm Gold Ltd.,5.58,5.71,5.5,5.7,5.63,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Centerra Gold Inc.,5.52,5.66,5.44,5.65,5.57,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Seabridge Gold Inc.,13.7,13.7,13.32,13.63,13.84,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,DRDGOLD Limited,7.97,8.3925,7.84,8.28,8.13,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,Caledonia Mining Corporation Plc,12.95,13.13,12.49,12.82,12.95,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,"Idaho Strategic Resources, Inc.",5.79,5.87,5.7,5.87,5.76,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2023,"Contango Ore, Inc.",22.57,23,21.76,21.76,22.6,0,0,0,1834.8,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Newmont Corporation,52.31,53.29,51.42,52.69,51.21,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Agnico Eagle Mine,55.15,55.84,54.53,55.28,54.53,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Barrick Gold Cor,19.1,19.17,18.525,19.04,18.78,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Wheaton Precious Metals Corp.,42.62,43.53,42.11,43.3,41.97,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Franco-Nevada Corporation,142.19,142.95,139.4,139.8,139.85,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Gold Fields Limited,11.83,12.07,11.68,11.95,11.5,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,AngloGold Ashant,21.46,21.5884,21.18,21.47,21.12,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Kinross Gold Corporation,4.475,4.59,4.4,4.57,4.44,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Alamos Gold Inc.,142.64,148.78,140.87,10.86,10.78,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Harmony Gold Mining Company Limited,3.84,3.87,3.7701,3.83,3.76,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Pan American Silver Corp.,17.8,17.8,17.99,17.74,17.41,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Endeavour Mining plc,3.42,3.42,3.505,3.47,3.37,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Osisko Gold Royalties Ltd,12.7,12.79,12.51,12.72,12.62,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Eldorado Gold Corporation,8.88,9.04,8.66,8.9,8.69,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,IAMGOLD Corporation,2.73,2.815,2.64,2.65,2.71,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,"Coeur Mining, Inc.",3.6,3.75,3.5289,3.68,3.53,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Equinox Gold Corp.,4.03,4.05,3.89,4,3.93,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Orla Mining Ltd.,4.15,4.26,4.07,4.25,4.09,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Sandstorm Gold Ltd.,5.79,5.8399,5.7,5.78,5.7,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Centerra Gold Inc.,5.72,5.86,5.6,5.78,5.65,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Seabridge Gold Inc.,13.87,14.0408,13.56,13.88,13.63,0,0,0,1864.2,0,1,0,0,0,1,0,0,0,0,0,0
1/6/2023,DRDGOLD Limited,8.31,8.65,8.13,8.55,8.28,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,Caledonia Mining Corporation Plc,13.07,13.62,12.97,13.56,12.82,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,"Idaho Strategic Resources, Inc.",5.92,5.92,5.7,5.77,5.87,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2023,"Contango Ore, Inc.",22.47,22.51,22,22.03,21.76,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Newmont Corporation,52.31,53.29,51.42,52.69,52.69,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Agnico Eagle Mine,55.15,55.84,54.53,55.28,55.28,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Barrick Gold Cor,19.1,19.17,18.525,19.04,19.04,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Wheaton Precious Metals Corp.,42.62,43.53,42.11,43.3,43.3,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Franco-Nevada Corporation,142.19,142.95,139.4,139.8,139.8,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Gold Fields Limited,11.83,12.07,11.68,11.95,11.95,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,AngloGold Ashant,21.46,21.5884,21.18,21.47,21.47,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Kinross Gold Corporation,4.475,4.59,4.4,4.57,4.57,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Alamos Gold Inc.,142.64,148.78,140.87,10.86,10.86,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Harmony Gold Mining Company Limited,3.84,3.87,3.7701,3.83,3.83,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Pan American Silver Corp.,17.8,17.8,17.99,17.74,17.74,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Endeavour Mining plc,3.42,3.42,3.505,3.47,3.47,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Osisko Gold Royalties Ltd,12.7,12.79,12.51,12.72,12.72,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Eldorado Gold Corporation,8.88,9.04,8.66,8.9,8.9,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,IAMGOLD Corporation,2.73,2.815,2.64,2.65,2.65,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,"Coeur Mining, Inc.",3.6,3.75,3.5289,3.68,3.68,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Equinox Gold Corp.,4.03,4.05,3.89,4,4,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Orla Mining Ltd.,4.15,4.26,4.07,4.25,4.25,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Sandstorm Gold Ltd.,5.79,5.8399,5.7,5.78,5.78,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Centerra Gold Inc.,5.72,5.86,5.6,5.78,5.78,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Seabridge Gold Inc.,13.87,14.0408,13.56,13.88,13.88,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,DRDGOLD Limited,8.31,8.65,8.13,8.55,8.55,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,Caledonia Mining Corporation Plc,13.07,13.62,12.97,13.56,13.56,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,"Idaho Strategic Resources, Inc.",5.92,5.92,5.7,5.77,5.77,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2023,"Contango Ore, Inc.",22.47,22.51,22,22.03,22.03,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/8/2023,Newmont Corporation,52.31,53.29,51.42,52.69,52.69,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/8/2023,Agnico Eagle Mine,55.15,55.84,54.53,55.28,55.28,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/8/2023,Barrick Gold Cor,19.1,19.17,18.525,19.04,19.04,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
1/8/2023,Wheaton Precious Metals Corp.,42.62,43.53,42.11,43.3,43.3,0,0,0,1864.2,0,0,0,0,0,0,0,0,0,0,0,0
